SEX,AGE,EDUCATION,INCOME,ACTIVITY,CHURN,NEGTWEETS,STATE
M,31,1,22107,2,1,12,OR
F,25,1,22105,5,0,0,MO
M,27,4,22104,2,0,3,WA
F,45,4,22095,1,1,10,MD
F,46,1,22094,1,1,5,ID
M,62,1,22093,2,0,3,AL
F,42,4,22089,2,0,4,NV
M,65,4,22086,2,0,3,MI
M,61,4,22084,4,0,4,LA
M,71,1,22081,2,0,3,VA
M,31,1,22076,2,0,3,UT
M,67,1,22069,1,0,2,SD
M,65,4,22067,2,0,4,MO
F,38,4,22064,3,0,3,OH
M,65,4,22062,2,0,3,IN
F,58,1,22060,2,0,3,SD
F,41,1,22059,5,0,3,MN
M,41,1,22056,2,0,3,ID
F,56,1,22056,1,0,4,ME
F,45,1,22053,2,0,4,MS
F,43,4,22053,3,0,4,PA
F,37,4,22050,2,0,4,MA
F,69,1,22048,2,1,9,CA
F,72,4,22046,3,1,6,ID
F,23,1,22041,2,1,9,ND
F,31,1,22041,2,1,8,PA
M,80,4,22040,5,0,3,IA
M,25,1,22038,2,0,1,AK
F,21,4,22034,4,0,0,MD
F,78,1,22032,4,0,2,NE
F,58,1,22031,4,0,3,DC
M,45,1,22029,1,1,14,PA
F,53,4,22029,1,1,10,MD
F,88,1,22028,3,0,4,NM
M,79,1,22022,1,0,2,NY
M,59,4,22019,1,0,3,ME
M,37,4,22017,1,0,4,AL
M,66,1,22009,2,0,5,MS
M,24,1,22005,4,0,2,OH
F,48,1,22005,2,0,4,NM
M,57,4,22003,1,1,6,MD
M,43,1,22002,3,0,3,AR
F,55,1,21999,2,0,3,NH
M,87,1,21999,1,0,1,AL
F,75,4,21994,1,1,9,WA
F,38,4,21987,2,0,3,FL
F,33,4,21984,2,0,5,RI
M,78,1,21983,2,0,3,ID
M,48,4,21983,3,0,2,AR
M,52,1,21983,3,0,3,IN
F,47,1,21982,2,0,3,GA
F,32,1,21980,1,0,2,OK
M,28,1,21980,1,0,5,RI
M,41,4,21979,2,0,3,ID
M,54,1,21978,1,0,2,KS
M,82,4,21978,5,0,4,TN
F,63,1,21972,3,0,4,IN
F,70,1,21971,3,1,4,ND
M,37,4,21971,4,0,3,NV
M,57,4,21971,2,0,4,ID
M,42,1,21970,4,0,5,ID
M,66,4,21970,5,0,4,MN
M,25,1,21968,4,0,1,CO
F,32,1,21964,2,1,7,ID
M,63,1,21962,3,0,4,NC
M,33,1,21961,2,0,3,RI
F,43,1,21953,2,0,2,IN
F,52,1,21951,3,0,4,ME
F,44,4,21951,5,0,1,CT
F,59,1,21951,1,1,10,MD
M,59,1,21943,0,0,4,KY
F,69,4,21940,2,0,4,CO
F,45,1,21938,1,1,10,ID
M,50,1,21935,4,0,3,MD
F,43,1,21934,0,1,10,OR
F,89,1,21926,0,0,4,MS
F,81,1,21921,5,0,4,CA
F,70,1,21908,5,0,4,WA
M,45,1,21903,0,1,17,ID
M,49,1,21903,2,0,1,RI
M,29,1,21902,2,0,3,ND
F,57,1,21901,1,0,3,DC
F,46,1,21899,1,0,4,OR
F,44,1,21898,1,1,8,CA
M,66,4,21898,3,0,4,OR
F,59,1,21897,1,0,4,NJ
F,41,4,21890,5,0,5,MS
M,57,4,21890,1,0,3,MT
M,61,1,21889,2,0,4,IL
F,62,4,21886,2,0,4,WV
F,28,4,21886,1,1,12,WA
F,43,1,21883,1,0,4,ME
M,61,1,21881,2,0,4,AL
F,33,1,21880,2,0,2,CT
F,37,1,21880,0,1,6,OR
M,83,1,21880,4,0,4,NJ
M,32,1,21872,2,0,4,NE
M,33,1,21870,1,0,4,NE
M,48,1,21869,2,0,2,KS
M,48,1,21869,4,0,3,NJ
F,36,1,21867,2,0,1,MO
M,24,1,21867,4,0,3,MT
F,37,1,21863,0,1,15,ID
M,45,1,21858,1,1,12,ID
F,27,1,21853,1,1,7,WA
F,44,1,21852,1,1,8,ID
F,36,1,21852,1,0,3,NJ
M,68,1,21849,4,0,3,WA
F,51,1,21849,2,0,3,VT
M,58,4,21846,2,1,9,ID
M,39,1,21845,4,0,4,MT
M,45,1,21842,1,0,2,GA
M,62,1,21841,1,0,2,IA
M,47,1,21839,3,0,3,TN
F,36,4,21839,5,1,7,MI
M,52,1,21836,2,0,2,NH
M,69,1,21836,1,0,2,VA
F,30,1,21835,3,1,11,CA
M,36,1,21834,1,0,3,MS
M,68,4,21830,2,0,3,IL
F,39,2,21830,1,1,13,MD
F,21,1,21822,2,0,3,NE
F,66,1,21822,2,0,1,NC
F,46,1,21817,3,0,4,NM
M,26,1,21816,2,1,10,OR
M,42,1,21815,1,0,3,VT
M,50,1,21812,2,0,2,ID
F,49,1,21812,1,0,1,ND
F,51,1,21811,5,0,3,NM
M,20,1,21811,4,0,4,IL
F,51,1,21810,1,1,5,WA
M,28,4,21803,2,1,6,CA
M,44,1,21803,1,1,10,ID
M,30,1,21803,4,0,4,NM
F,54,1,21801,4,0,5,AK
M,34,1,21797,1,1,17,MD
F,69,1,21797,1,0,3,DC
M,28,4,21796,2,0,1,KY
F,65,1,21793,0,0,3,OK
M,48,1,21791,3,0,1,TX
M,47,4,21790,3,0,3,SC
M,31,4,21787,4,0,2,OH
F,25,1,21783,3,0,5,MS
M,51,1,21780,4,0,1,MA
F,46,1,21779,2,0,3,IL
F,55,1,21776,3,0,4,DE
F,29,1,21775,2,1,12,ND
M,23,4,21773,3,0,3,PA
M,48,1,21772,2,0,3,GA
M,28,1,21772,2,0,3,ID
M,59,4,21771,3,0,3,SD
F,31,1,21765,2,0,4,IN
M,32,1,21763,5,0,4,NJ
M,48,1,21762,1,0,5,NE
M,38,1,21761,4,0,4,IN
F,26,1,21760,2,0,2,AK
M,56,1,21758,1,1,5,MD
M,31,1,21755,1,1,10,MI
F,29,4,21753,4,0,4,OK
F,47,1,21751,4,0,3,OK
F,43,4,21750,4,0,2,NE
M,48,1,21750,4,0,3,ME
F,44,1,21749,0,1,8,MD
F,89,1,21748,1,1,10,MD
M,29,1,21747,1,1,9,PA
F,24,1,21742,2,1,11,MD
F,68,1,21731,2,0,2,NM
M,78,1,21729,4,0,1,AR
M,47,4,21729,2,0,1,VT
M,56,4,21729,2,0,3,OH
F,39,1,21722,3,0,4,VA
M,41,4,21722,0,1,12,WA
M,31,1,21719,5,0,2,GA
F,73,4,21714,1,0,2,FL
M,47,1,21714,2,0,3,TN
F,47,1,21713,1,0,4,ID
F,40,1,21713,2,0,3,MD
M,31,4,21713,2,1,9,ND
F,83,1,21712,0,0,4,NM
M,65,1,21710,1,0,5,MS
M,51,4,21707,1,0,4,NE
F,51,4,21705,4,0,4,AK
F,50,1,21703,5,0,1,KS
F,80,4,21700,1,1,11,MI
F,32,1,21698,2,1,11,MI
F,38,1,21698,1,1,11,CA
M,40,1,21693,3,0,2,MO
M,42,1,21684,1,1,13,ND
M,44,4,21681,4,0,1,TN
F,71,1,21680,2,0,4,DC
F,33,1,21679,2,1,12,ID
M,70,1,21677,2,1,14,ND
M,72,1,21676,2,0,4,KS
M,54,1,21675,2,1,8,CA
M,60,4,21674,1,0,4,VA
M,51,4,21673,4,0,3,MN
F,47,1,21671,1,1,7,ND
F,56,4,21671,5,0,2,TN
M,24,1,21667,1,1,10,CA
F,83,4,21661,4,0,1,NH
F,69,1,21655,3,0,4,FL
M,55,1,21651,1,1,7,MI
M,41,1,21651,2,0,2,RI
M,31,1,21651,4,0,2,WA
M,37,1,21649,4,0,3,WI
F,33,4,21649,0,0,3,MS
F,59,1,21647,4,0,4,DE
M,80,1,21647,3,0,2,MN
M,58,1,21643,1,0,3,DC
F,73,4,21640,1,0,4,ID
M,51,1,21638,2,0,3,NV
M,37,1,21636,3,1,6,ID
F,43,4,21630,3,0,2,DC
M,36,4,21630,1,0,1,DE
F,20,1,21630,2,1,2,MI
F,41,1,21629,1,0,4,NV
M,44,4,21620,3,0,3,MI
M,27,1,21619,2,0,3,NM
F,29,1,21616,1,0,4,IA
M,61,1,21614,1,0,3,CA
M,48,1,21608,0,1,13,CA
M,63,4,21607,2,0,4,MI
F,46,1,21607,5,0,2,NC
M,65,1,21607,5,0,2,NM
F,40,4,21605,1,0,3,AR
M,75,1,21600,2,1,7,MI
F,60,1,21600,1,0,2,CA
F,38,1,21599,1,1,10,WA
F,30,4,21596,2,0,4,PA
F,58,1,21592,5,0,3,WI
F,87,1,21588,2,0,6,WI
F,30,1,21586,3,1,8,MD
M,23,1,21584,0,1,10,WA
M,63,1,21580,2,0,4,WV
M,70,1,21580,3,0,1,DC
F,24,1,21579,1,1,7,WA
M,51,4,21577,2,0,2,ME
M,37,4,21573,0,1,17,CA
F,75,1,21573,2,0,3,MA
F,50,1,21572,3,0,3,AL
M,51,4,21571,1,0,3,DC
F,46,4,21571,1,1,12,MD
F,58,4,21570,2,0,2,NV
M,47,4,21568,0,1,7,ND
M,52,1,21566,2,0,4,MT
F,89,1,21561,2,1,9,ND
M,74,1,21559,5,0,2,SC
M,73,1,21551,2,0,3,UT
M,51,4,21549,2,0,2,MN
M,37,4,21544,1,1,8,ND
F,45,1,21538,3,0,3,NH
M,53,1,21535,2,0,2,MN
M,37,4,21533,3,0,0,MD
F,45,4,21532,5,0,1,CO
M,26,1,21531,4,0,4,CO
M,31,1,21530,3,0,2,IN
M,50,1,21525,3,0,4,NV
F,45,1,21524,0,1,10,WA
M,31,4,21523,2,1,12,PA
M,57,1,21522,3,0,3,DC
M,47,4,21518,1,0,4,CT
F,33,1,21517,3,0,4,NM
F,78,1,21514,2,0,3,RI
F,43,4,21513,1,0,3,MI
M,32,1,21510,2,0,2,IA
F,39,1,21502,0,1,5,ND
F,71,4,21500,1,0,2,WI
M,44,4,21499,2,0,1,GA
M,45,4,21497,3,0,4,MD
F,57,4,21488,1,0,3,AL
M,53,4,21487,2,0,3,DC
M,26,4,21486,0,1,10,MD
F,78,4,21485,3,0,4,MT
F,31,1,21483,2,0,3,IL
M,63,4,21483,3,0,2,IL
M,47,1,21483,3,0,3,OR
F,28,4,21479,2,0,2,ND
M,55,1,21479,4,0,3,TX
F,33,1,21479,4,0,3,MO
F,55,1,21479,2,0,2,MD
F,25,4,21477,1,0,2,OK
M,34,1,21467,1,1,11,ND
F,56,1,21466,2,0,4,NH
M,54,1,21466,0,1,7,MI
M,29,1,21465,2,1,11,OR
F,54,1,21465,2,0,3,TN
M,44,1,21462,0,0,4,VA
F,39,1,21460,2,0,1,WY
F,42,4,21459,3,0,1,TX
M,48,1,21458,0,0,3,TX
M,43,1,21456,5,0,6,OR
M,71,1,21451,2,0,2,MI
F,46,1,21451,2,0,3,NJ
F,41,1,21450,1,1,14,PA
F,50,1,21441,1,0,3,CA
F,48,4,21440,3,0,6,NM
F,75,1,21439,2,0,3,VA
M,69,1,21438,1,0,1,WY
F,63,4,21438,3,0,3,CT
F,36,4,21436,2,0,3,MT
M,32,1,21433,2,1,10,WA
M,52,4,21431,1,0,5,MI
F,49,1,21427,2,0,4,VT
M,65,1,21426,4,0,2,SC
F,57,1,21425,2,0,2,IL
M,42,1,21420,0,1,9,ND
M,52,1,21417,2,0,2,NJ
M,30,1,21416,5,0,2,MA
F,33,4,21402,0,1,13,ND
F,41,1,21400,3,0,3,MN
F,55,1,21399,5,0,2,FL
F,58,1,21397,2,0,5,ME
F,45,4,21396,0,1,11,MD
M,46,2,21396,4,0,0,KY
F,73,1,21395,2,0,2,NY
F,90,4,21395,1,0,4,AL
F,73,4,21393,1,0,4,NY
F,28,1,21393,4,1,7,ND
M,50,1,21392,2,0,2,MT
M,25,1,21391,2,1,8,WA
F,51,1,21391,0,0,3,AK
F,30,4,21388,3,0,1,TN
F,27,1,21384,1,1,12,MD
F,49,1,21380,3,0,4,DE
F,42,1,21376,5,0,3,OR
F,24,4,21376,4,0,4,ID
M,80,1,21374,5,0,3,IL
M,28,1,21370,0,1,5,ND
M,32,1,21370,2,0,4,DE
M,82,1,21364,5,0,3,OK
F,52,4,21363,2,1,12,PA
M,78,1,21361,2,0,3,CO
F,37,1,21359,2,0,3,LA
F,39,1,21357,2,0,1,KY
M,34,1,21356,2,0,3,WV
F,28,1,21354,5,0,2,ND
F,42,4,21354,4,0,4,NH
M,47,1,21348,3,0,3,PA
F,38,1,21348,2,0,4,MN
M,30,1,21348,2,0,4,MI
M,32,1,21345,4,1,10,MD
M,30,1,21344,1,1,12,ID
F,43,1,21344,4,0,4,WY
F,68,1,21335,0,0,4,TX
M,23,1,21332,5,0,3,TN
M,61,1,21328,2,0,4,TX
M,55,1,21324,1,0,3,SC
M,30,1,21319,4,0,3,SD
F,54,1,21318,2,0,3,OK
M,63,1,21316,2,0,3,WA
M,71,1,21315,0,0,3,MO
F,58,1,21313,4,0,1,IN
F,68,1,21310,1,0,3,IL
F,38,1,21307,0,1,15,PA
F,54,4,21306,5,0,3,WV
M,51,1,21302,4,0,1,NV
M,48,1,21298,0,1,8,WA
M,52,4,21298,4,0,3,AK
F,58,4,21297,1,0,4,KS
M,85,1,21297,2,0,4,UT
F,34,4,21296,0,1,11,CA
M,53,1,21292,2,0,4,CT
M,72,1,21286,2,0,5,MN
F,50,1,21279,5,0,3,KS
M,60,2,21276,2,1,14,CA
M,61,4,21272,1,0,3,WI
F,62,1,21268,0,0,1,MN
M,41,1,21264,3,0,2,OK
M,48,1,21263,4,0,2,SC
M,49,4,21261,5,0,4,MN
F,52,4,21260,2,0,4,OK
F,36,1,21259,3,0,6,MO
M,60,1,21259,4,0,2,FL
M,74,4,21253,0,1,10,WA
F,67,1,21250,1,0,3,KY
F,57,4,21246,4,0,1,MA
M,40,4,21240,2,0,2,IL
F,57,4,21240,2,0,3,WI
M,57,1,21238,1,1,9,ID
F,58,1,21237,1,0,3,AR
M,66,4,21236,1,0,4,OK
M,32,1,21231,5,0,2,TN
F,38,4,21230,4,0,3,DC
M,70,4,21230,1,0,3,WY
F,42,1,21228,2,0,2,NV
F,72,1,21228,0,0,2,DE
M,25,1,21228,3,0,2,NY
M,44,1,21225,2,0,2,NJ
M,31,1,21221,0,1,8,PA
F,86,4,21221,2,0,3,FL
F,23,1,21221,3,0,3,CT
M,61,4,21219,1,0,3,KY
F,28,2,21215,2,0,3,DC
M,88,4,21214,2,0,3,GA
F,64,1,21214,2,1,10,OR
M,29,1,21211,1,1,8,WA
F,56,1,21211,1,0,2,KS
F,36,1,21209,2,0,3,DE
M,67,1,21209,4,0,3,AK
F,61,1,21206,2,0,2,ND
M,54,1,21204,1,0,4,AL
M,35,1,21203,2,0,5,ID
F,26,1,21199,1,1,9,MD
F,36,1,21198,4,0,2,ID
M,53,4,21195,0,0,3,TN
F,52,1,21193,1,0,3,WY
F,53,4,21188,2,0,2,LA
M,63,1,21185,3,0,3,NV
M,55,1,21183,4,0,3,PA
M,23,1,21180,2,1,12,MI
F,28,1,21180,0,0,3,CO
F,59,4,21179,0,1,8,MI
F,72,4,21177,2,0,2,MD
F,63,1,21172,5,0,2,SC
F,40,1,21171,2,0,4,WV
M,54,4,21171,3,0,4,DE
F,29,1,21169,5,0,2,WV
M,39,1,21169,2,0,2,AL
F,26,1,21169,1,1,12,MI
F,42,1,21169,3,0,4,IL
M,35,1,21167,5,0,4,DE
M,49,1,21166,2,0,2,IA
M,41,1,21165,1,1,10,OR
M,72,1,21163,5,0,4,VA
M,60,1,21161,1,0,3,IL
M,29,1,21159,3,0,3,CA
F,48,1,21154,1,0,4,CA
F,43,1,21153,1,1,12,PA
F,30,4,21153,2,1,10,CA
F,75,1,21150,2,0,2,CA
F,51,1,21148,2,0,5,IL
M,58,1,21146,1,0,3,AZ
M,73,1,21145,3,0,3,UT
F,23,1,21143,2,1,5,WA
M,33,1,21143,0,1,9,ND
F,34,4,21142,4,0,4,KS
F,60,1,21142,0,0,3,NJ
F,51,4,21139,3,0,3,IA
F,45,1,21139,4,0,5,MS
M,82,1,21136,4,0,3,ND
M,61,1,21136,5,0,4,AL
M,57,1,21135,4,0,1,MO
F,77,1,21134,1,1,15,MD
M,45,1,21127,0,0,2,TX
F,49,1,21121,1,0,2,SD
F,37,4,21116,0,1,12,CA
M,67,1,21116,1,1,8,ND
M,48,1,21116,2,0,4,NH
F,44,1,21115,5,0,3,UT
F,53,1,21114,5,0,3,TN
M,56,4,21111,4,0,2,NJ
M,35,1,21111,2,0,5,AK
F,37,4,21111,1,1,10,MD
M,34,4,21108,4,0,3,WA
M,26,1,21108,1,0,3,NV
M,39,1,21107,2,0,1,LA
M,67,1,21107,3,0,4,MN
M,28,1,21106,3,1,4,MD
F,67,1,21103,0,0,4,OH
M,43,4,21103,2,0,3,VT
M,41,1,21102,2,0,4,AL
M,42,1,21092,1,0,3,CO
M,24,1,21091,1,0,1,SD
M,57,4,21089,2,0,2,MD
M,70,4,21080,1,0,3,ID
F,36,1,21079,2,0,3,NE
M,27,1,21073,2,0,1,NJ
M,27,4,21071,2,0,5,CT
M,35,1,21063,2,0,2,MS
F,44,4,21057,3,1,10,ND
F,70,4,21056,2,0,3,TN
F,33,4,21054,0,1,10,PA
M,87,1,21054,0,1,5,PA
M,50,1,21051,2,1,10,ID
F,29,4,21050,1,0,3,KY
M,35,4,21042,1,0,3,IN
F,46,1,21036,2,0,3,NE
M,61,4,21033,2,0,3,ME
F,48,1,21028,1,1,16,OR
F,55,1,21026,3,0,3,KS
M,26,1,21022,0,1,6,ND
F,69,1,21021,3,0,2,MI
F,42,1,21018,4,0,3,VT
F,76,1,21012,2,0,1,ND
F,37,4,21009,2,0,5,UT
F,35,4,21009,5,0,3,FL
M,58,4,21009,2,0,1,OH
F,46,4,21008,2,1,9,ND
F,37,4,21002,1,0,2,DC
M,44,1,21001,4,0,3,UT
M,32,4,20999,4,0,6,TN
F,34,1,20997,1,1,14,CA
M,72,1,20991,1,0,4,TX
F,57,4,20989,1,0,2,OR
F,67,1,20986,5,0,3,SD
M,36,1,20984,3,0,2,IL
F,37,1,20982,2,0,2,FL
M,48,1,20981,2,0,3,MN
M,51,1,20977,4,0,4,WY
F,45,4,20974,2,0,3,NJ
M,37,2,20963,2,0,3,WI
F,60,4,20960,2,0,4,FL
M,33,1,20960,3,0,3,KY
F,53,1,20953,2,1,14,ID
F,79,4,20953,1,1,10,ND
F,33,1,20952,1,1,12,ND
F,41,1,20946,2,0,3,OK
M,25,1,20945,2,1,11,MD
M,68,1,20940,1,0,3,DE
M,53,2,20937,2,0,2,AL
M,68,4,20934,5,0,2,VA
M,40,1,20934,2,0,3,NM
F,47,1,20934,2,0,2,CA
F,36,1,20931,3,0,3,ND
M,30,1,20929,5,0,4,GA
M,56,4,20915,2,1,13,OR
F,54,1,20914,2,0,3,MN
F,22,1,20912,2,1,9,OR
M,48,4,20910,2,0,4,TX
F,36,1,20910,0,1,10,PA
F,34,1,20905,5,0,3,WA
F,55,4,20902,2,0,4,MN
F,45,1,20901,1,1,9,CA
F,45,4,20899,1,0,2,ND
F,24,1,20898,1,1,7,ID
M,73,4,20898,2,0,4,OR
M,57,4,20893,0,1,12,MD
F,68,1,20891,2,0,1,AZ
F,70,4,20884,1,0,3,OR
F,72,1,20881,2,0,4,NJ
M,34,4,20881,2,0,3,OH
F,58,1,20879,3,0,3,AR
F,25,1,20878,2,0,5,IL
F,62,1,20878,0,0,5,MO
F,35,1,20876,3,0,3,KY
F,33,1,20875,1,1,7,MD
F,32,1,20874,4,0,3,CA
M,47,1,20872,4,0,3,NC
M,57,1,20867,5,0,3,NY
F,66,1,20865,2,0,2,MD
M,49,1,20864,2,0,4,CO
F,72,1,20861,1,0,3,NH
M,22,1,20856,1,1,9,OR
M,48,4,20856,2,0,0,WV
F,71,1,20854,0,0,2,AZ
M,60,4,20849,1,0,3,IN
F,56,4,20848,3,0,4,SC
M,32,1,20845,2,1,4,MD
M,47,1,20845,2,0,2,MI
M,32,1,20842,2,1,13,WA
F,65,1,20837,4,0,2,OK
M,36,1,20834,5,0,3,MD
M,57,1,20834,5,0,4,KS
F,53,1,20833,0,0,4,MD
F,51,1,20830,2,0,4,AZ
M,61,1,20827,5,0,2,NV
F,33,1,20825,2,1,10,OR
M,86,4,20825,0,1,12,PA
M,53,1,20823,2,0,2,CA
M,73,1,20823,5,0,3,IN
F,39,1,20820,0,1,10,PA
M,51,4,20820,0,1,9,PA
M,50,1,20815,0,0,4,NC
M,35,1,20812,1,0,4,AR
F,85,1,20809,2,0,2,KS
M,31,4,20807,3,0,3,TX
F,28,1,20801,4,1,7,OR
F,57,1,20795,0,0,3,OH
F,55,4,20791,1,0,5,MD
F,48,1,20791,1,1,11,PA
F,85,1,20790,4,0,2,NH
M,46,1,20789,3,0,3,MO
M,63,4,20787,2,0,3,NY
F,62,4,20784,5,0,4,WI
M,68,4,20784,0,0,4,FL
F,26,1,20777,2,1,6,MI
F,60,2,20769,3,0,3,WY
F,34,1,20766,4,1,18,MI
M,53,1,20756,5,0,2,MI
M,40,1,20754,1,0,4,AK
F,24,1,20754,2,0,2,TN
M,35,1,20751,1,0,1,MD
F,41,1,20747,2,0,4,OK
F,64,2,20746,1,0,4,WY
M,60,1,20739,0,0,2,RI
F,22,4,20736,2,1,11,ND
M,37,1,20725,1,1,12,MI
M,36,1,20723,2,0,5,ND
F,57,1,20720,1,0,3,MT
M,31,1,20720,2,1,8,PA
M,64,1,20718,3,0,2,MN
M,48,1,20717,0,1,11,WA
M,52,1,20716,3,0,2,WI
M,54,1,20713,1,0,3,AK
M,44,1,20711,2,0,3,OH
F,32,1,20709,2,0,3,VA
M,64,1,20708,1,0,4,KS
M,38,1,20702,4,1,9,ID
M,76,1,20698,0,0,3,NE
M,42,1,20697,1,1,15,CA
F,45,4,20696,1,1,10,MD
M,36,4,20696,3,0,3,TN
F,88,1,20696,2,0,3,RI
F,49,4,20694,2,0,4,PA
F,29,1,20690,0,1,13,PA
M,30,4,20688,4,1,10,PA
F,20,1,20687,1,0,3,WV
M,66,1,20685,2,0,2,NY
F,24,1,20683,2,1,10,WA
M,72,4,20682,2,0,2,SD
F,40,4,20682,2,0,4,OH
M,32,4,20679,1,1,7,MD
F,87,1,20678,2,0,3,AK
F,52,1,20674,3,0,4,OH
M,81,4,20672,0,0,1,NV
M,55,2,20671,2,0,4,CO
M,50,4,20671,4,0,3,AZ
M,36,4,20667,2,0,3,LA
F,60,4,20666,1,0,4,NH
F,75,4,20665,1,1,10,ND
M,24,1,20664,2,0,4,CT
M,71,4,20660,2,0,2,MT
M,37,1,20659,4,0,3,WV
M,30,1,20658,0,0,4,MI
F,40,4,20652,4,0,3,GA
M,63,4,20652,1,0,1,DC
M,49,1,20650,2,1,11,PA
F,60,1,20645,2,0,3,NC
M,36,4,20645,2,0,3,NM
M,33,1,20643,4,0,4,SC
F,49,1,20642,2,0,4,WI
F,54,1,20641,3,0,3,ME
M,45,1,20636,4,0,4,MO
F,53,4,20633,3,0,4,MT
M,33,1,20632,3,0,4,MT
M,58,4,20631,2,0,3,PA
M,46,4,20630,3,0,2,PA
M,48,1,20629,2,0,2,ID
M,48,4,20629,0,1,10,PA
F,42,1,20627,1,0,2,IA
F,64,1,20625,3,0,2,TN
M,46,1,20624,2,0,4,ME
F,88,1,20622,2,0,5,NJ
M,78,1,20621,1,0,2,NY
M,42,4,20615,2,0,2,WA
M,20,1,20614,1,0,4,WV
M,35,1,20613,1,1,14,CA
M,33,1,20605,4,0,4,MO
F,30,1,20604,5,0,2,NJ
M,63,4,20602,2,0,3,GA
M,47,1,20601,1,1,12,MD
F,50,1,20597,0,1,11,MD
M,32,1,20597,0,1,10,WA
M,45,1,20595,3,0,3,MO
F,30,4,20592,2,0,5,UT
M,64,4,20591,2,0,3,AZ
F,29,4,20590,2,1,9,ND
F,41,1,20589,3,0,2,TN
M,45,4,20586,4,0,4,ND
F,70,4,20584,2,0,1,WI
M,42,1,20580,4,0,3,NJ
M,40,1,20576,5,0,2,OR
M,57,1,20566,2,0,2,MS
M,52,1,20566,2,0,3,VA
M,33,1,20564,1,1,13,CA
M,47,1,20561,2,0,3,IA
M,78,1,20561,4,0,3,AR
F,71,1,20559,2,0,3,CT
M,75,2,20554,2,0,0,MD
M,61,1,20554,0,0,4,OH
M,41,4,20552,2,0,3,CO
M,40,4,20552,3,0,3,ID
F,28,4,20550,5,1,9,WA
F,20,1,20549,3,0,3,ID
M,39,1,20547,4,0,4,PA
F,49,1,20546,2,0,3,CT
F,40,1,20545,2,0,4,MT
F,71,1,20544,2,0,2,ID
F,35,1,20540,1,1,8,OR
M,40,4,20536,2,0,3,MD
M,39,4,20536,2,0,3,SC
F,26,4,20531,5,0,4,IN
M,31,1,20527,1,0,1,KY
M,39,4,20524,2,0,2,NY
F,28,1,20523,5,0,3,MO
F,63,1,20520,1,0,3,MA
M,25,1,20517,1,1,13,CA
M,46,1,20517,4,0,4,AK
F,67,1,20515,3,0,2,DE
M,31,1,20509,3,0,3,WI
M,22,1,20507,3,0,3,SD
M,34,4,20499,1,1,12,ND
M,25,1,20498,1,0,1,WY
M,36,4,20497,4,0,6,NC
F,74,4,20497,1,0,3,MO
F,41,1,20495,2,0,1,NH
M,41,1,20495,1,1,11,PA
M,67,4,20491,1,0,2,VA
M,39,1,20489,1,1,8,MD
M,64,4,20485,1,0,4,WA
F,77,1,20484,0,0,2,ME
F,58,4,20482,1,0,3,DC
M,50,1,20481,0,0,3,MS
F,36,1,20481,5,1,9,ID
F,56,1,20480,3,0,2,WY
M,37,4,20479,5,0,4,AL
F,33,1,20479,5,0,1,MD
F,84,4,20476,1,0,3,ND
F,71,4,20472,1,1,7,MI
F,66,1,20470,2,0,2,RI
M,26,1,20470,2,1,6,ID
F,54,1,20470,3,0,5,MO
M,28,1,20468,2,1,11,WA
F,31,1,20467,5,1,8,WA
M,32,1,20465,2,0,3,DE
F,51,4,20462,0,0,2,OK
M,31,1,20460,4,1,8,OR
M,56,1,20458,2,0,2,OH
F,53,4,20456,1,1,9,PA
F,41,1,20451,1,1,11,ND
F,21,1,20449,0,1,11,ND
M,85,1,20446,2,0,3,DE
F,42,1,20445,2,0,4,AK
M,81,4,20445,1,0,5,ME
M,21,1,20444,4,1,12,MD
F,35,4,20443,0,1,12,ND
M,36,4,20442,1,1,13,PA
M,49,4,20440,0,1,10,OR
F,41,4,20435,4,0,4,CT
M,61,4,20435,2,0,4,DC
F,27,1,20432,1,0,4,MN
F,29,1,20430,1,0,2,ME
M,23,4,20428,0,1,9,WA
M,30,1,20427,1,0,3,AK
F,26,1,20425,0,1,10,OR
F,55,4,20424,4,0,2,NH
F,35,1,20423,5,0,2,OK
M,46,1,20418,3,0,2,VT
F,35,2,20414,0,1,11,MI
F,37,1,20409,4,0,3,AL
M,48,1,20406,1,0,4,UT
F,45,4,20400,0,1,10,OR
M,65,4,20390,2,0,3,IA
F,33,4,20388,3,0,2,LA
F,66,1,20386,1,0,3,AZ
F,37,1,20386,3,0,4,NV
M,37,1,20384,1,1,8,OR
M,47,1,20384,4,0,2,NE
F,44,1,20382,2,0,4,NM
F,73,1,20381,2,0,3,NH
M,34,1,20380,4,0,4,WV
F,42,4,20379,5,0,2,ME
F,64,4,20374,3,0,1,PA
F,40,1,20371,3,0,4,NM
F,34,4,20369,4,0,2,NM
M,45,4,20368,0,1,10,MI
F,44,1,20365,1,1,7,MD
F,42,1,20365,5,0,2,WI
F,44,1,20361,1,0,2,AL
M,48,4,20360,3,0,4,MA
M,60,4,20352,4,0,2,CA
M,49,1,20351,3,0,2,WV
F,48,1,20351,0,0,2,DC
F,57,4,20351,1,0,3,VT
F,26,4,20349,2,1,7,MD
F,24,1,20349,1,0,1,NM
F,40,1,20346,0,1,10,ID
F,38,4,20342,2,0,3,DC
F,44,4,20342,2,0,4,NE
M,71,1,20341,0,0,2,MD
M,58,1,20341,4,1,13,WA
F,35,1,20338,1,1,7,ND
M,87,1,20330,0,0,1,NE
